GEOID10,FID,BDNAME,BDNUM,TEXT_NBR,GEO_ID,NAME_x,P003001,P003002,P003003,P003004,P003005,P003006,P003007,P003008,P005001,P005002,P005003,P005004,P005005,P005006,P005007,P005008,P005009,P005010,P005011,P005012,P005013,P005014,P005015,P005016,P005017
270531051003004,62,Bryn - Mawr,50,50,1000000US270531051003004,"Block 3004, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",45,45,0,0,0,0,0,0,45,42,42,0,0,0,0,0,0,3,3,0,0,0,0,0,0
270531051001005,62,Bryn - Mawr,50,50,1000000US270531051001005,"Block 1005, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",107,88,1,1,7,0,0,10,107,106,87,1,1,7,0,0,10,1,1,0,0,0,0,0,0
270531051003005,62,Bryn - Mawr,50,50,1000000US270531051003005,"Block 3005, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",52,50,0,0,2,0,0,0,52,49,47,0,0,2,0,0,0,3,3,0,0,0,0,0,0
270531051001008,62,Bryn - Mawr,50,50,1000000US270531051001008,"Block 1008, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051002020,62,Bryn - Mawr,50,50,1000000US270531051002020,"Block 2020, Block Group 2, Census Tract 1051, Hennepin County, Minnesota",9,9,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051001028,62,Bryn - Mawr,50,50,1000000US270531051001028,"Block 1028, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",31,31,0,0,0,0,0,0,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051002023,62,Bryn - Mawr,50,50,1000000US270531051002023,"Block 2023, Block Group 2, Census Tract 1051, Hennepin County, Minnesota",9,9,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051003026,62,Bryn - Mawr,50,50,1000000US270531051003026,"Block 3026, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",27,26,0,0,1,0,0,0,27,26,25,0,0,1,0,0,0,1,1,0,0,0,0,0,0
270531051003019,62,Bryn - Mawr,50,50,1000000US270531051003019,"Block 3019, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",63,59,3,0,1,0,0,0,63,62,58,3,0,1,0,0,0,1,1,0,0,0,0,0,0
270531051003020,62,Bryn - Mawr,50,50,1000000US270531051003020,"Block 3020, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",63,57,0,0,5,0,1,0,63,58,53,0,0,5,0,0,0,5,4,0,0,0,0,1,0
270531051003012,62,Bryn - Mawr,50,50,1000000US270531051003012,"Block 3012, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",86,71,0,0,7,0,0,8,86,82,70,0,0,7,0,0,5,4,1,0,0,0,0,0,3
270531051002022,62,Bryn - Mawr,50,50,1000000US270531051002022,"Block 2022, Block Group 2, Census Tract 1051, Hennepin County, Minnesota",75,68,1,0,0,0,0,6,75,72,67,1,0,0,0,0,4,3,1,0,0,0,0,0,2
270531051003021,62,Bryn - Mawr,50,50,1000000US270531051003021,"Block 3021, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",35,31,1,0,0,0,3,0,35,32,31,1,0,0,0,0,0,3,0,0,0,0,0,3,0
270531051003015,62,Bryn - Mawr,50,50,1000000US270531051003015,"Block 3015, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",28,26,0,0,0,0,0,2,28,28,26,0,0,0,0,0,2,0,0,0,0,0,0,0,0
270531051001022,62,Bryn - Mawr,50,50,1000000US270531051001022,"Block 1022, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",62,60,0,0,1,0,0,1,62,58,56,0,0,1,0,0,1,4,4,0,0,0,0,0,0
270531051003001,62,Bryn - Mawr,50,50,1000000US270531051003001,"Block 3001, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",43,39,1,0,1,0,0,2,43,43,39,1,0,1,0,0,2,0,0,0,0,0,0,0,0
270531051002013,62,Bryn - Mawr,50,50,1000000US270531051002013,"Block 2013, Block Group 2, Census Tract 1051, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051001018,62,Bryn - Mawr,50,50,1000000US270531051001018,"Block 1018, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",31,29,0,0,2,0,0,0,31,31,29,0,0,2,0,0,0,0,0,0,0,0,0,0,0
270531051003002,62,Bryn - Mawr,50,50,1000000US270531051003002,"Block 3002, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",89,80,2,0,4,0,1,2,89,87,80,2,0,4,0,0,1,2,0,0,0,0,0,1,1
270531051001009,62,Bryn - Mawr,50,50,1000000US270531051001009,"Block 1009, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051003009,62,Bryn - Mawr,50,50,1000000US270531051003009,"Block 3009, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",12,12,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531065002038,62,Bryn - Mawr,50,50,1000000US270531065002038,"Block 2038, Block Group 2, Census Tract 1065, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051001024,62,Bryn - Mawr,50,50,1000000US270531051001024,"Block 1024, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",54,47,3,0,1,0,0,3,54,54,47,3,0,1,0,0,3,0,0,0,0,0,0,0,0
270531051001026,62,Bryn - Mawr,50,50,1000000US270531051001026,"Block 1026, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",26,26,0,0,0,0,0,0,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051003010,62,Bryn - Mawr,50,50,1000000US270531051003010,"Block 3010, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051001013,62,Bryn - Mawr,50,50,1000000US270531051001013,"Block 1013, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",60,51,5,0,1,0,0,3,60,59,50,5,0,1,0,0,3,1,1,0,0,0,0,0,0
270531051002017,62,Bryn - Mawr,50,50,1000000US270531051002017,"Block 2017, Block Group 2, Census Tract 1051, Hennepin County, Minnesota",49,47,0,0,2,0,0,0,49,49,47,0,0,2,0,0,0,0,0,0,0,0,0,0,0
270531051002004,62,Bryn - Mawr,50,50,1000000US270531051002004,"Block 2004, Block Group 2, Census Tract 1051, Hennepin County, Minnesota",30,29,0,0,0,0,0,1,30,29,28,0,0,0,0,0,1,1,1,0,0,0,0,0,0
270531051002012,62,Bryn - Mawr,50,50,1000000US270531051002012,"Block 2012, Block Group 2, Census Tract 1051, Hennepin County, Minnesota",10,10,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051002000,62,Bryn - Mawr,50,50,1000000US270531051002000,"Block 2000, Block Group 2, Census Tract 1051, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051001012,62,Bryn - Mawr,50,50,1000000US270531051001012,"Block 1012, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051001011,62,Bryn - Mawr,50,50,1000000US270531051001011,"Block 1011, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051001019,62,Bryn - Mawr,50,50,1000000US270531051001019,"Block 1019, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",53,51,1,0,1,0,0,0,53,49,47,1,0,1,0,0,0,4,4,0,0,0,0,0,0
270531051002006,62,Bryn - Mawr,50,50,1000000US270531051002006,"Block 2006, Block Group 2, Census Tract 1051, Hennepin County, Minnesota",9,8,1,0,0,0,0,0,9,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051002003,62,Bryn - Mawr,50,50,1000000US270531051002003,"Block 2003, Block Group 2, Census Tract 1051, Hennepin County, Minnesota",125,114,1,1,2,0,0,7,125,119,108,1,1,2,0,0,7,6,6,0,0,0,0,0,0
270531051002002,62,Bryn - Mawr,50,50,1000000US270531051002002,"Block 2002, Block Group 2, Census Tract 1051, Hennepin County, Minnesota",4,1,0,0,1,0,0,2,4,4,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0
270531051002019,62,Bryn - Mawr,50,50,1000000US270531051002019,"Block 2019, Block Group 2, Census Tract 1051, Hennepin County, Minnesota",29,27,0,0,1,0,0,1,29,27,25,0,0,1,0,0,1,2,2,0,0,0,0,0,0
270531051003000,62,Bryn - Mawr,50,50,1000000US270531051003000,"Block 3000, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",65,58,0,0,0,0,7,0,65,57,57,0,0,0,0,0,0,8,1,0,0,0,0,7,0
270531051002007,62,Bryn - Mawr,50,50,1000000US270531051002007,"Block 2007, Block Group 2, Census Tract 1051, Hennepin County, Minnesota",88,75,7,1,1,0,0,4,88,84,71,7,1,1,0,0,4,4,4,0,0,0,0,0,0
270531051001014,62,Bryn - Mawr,50,50,1000000US270531051001014,"Block 1014, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",53,51,0,0,2,0,0,0,53,53,51,0,0,2,0,0,0,0,0,0,0,0,0,0,0
270531051002010,62,Bryn - Mawr,50,50,1000000US270531051002010,"Block 2010, Block Group 2, Census Tract 1051, Hennepin County, Minnesota",36,29,0,1,3,0,0,3,36,34,28,0,1,3,0,0,2,2,1,0,0,0,0,0,1
270531051002001,62,Bryn - Mawr,50,50,1000000US270531051002001,"Block 2001, Block Group 2, Census Tract 1051, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531065001001,62,Bryn - Mawr,50,50,1000000US270531065001001,"Block 1001, Block Group 1, Census Tract 1065, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051003023,62,Bryn - Mawr,50,50,1000000US270531051003023,"Block 3023, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531065002039,62,Bryn - Mawr,50,50,1000000US270531065002039,"Block 2039, Block Group 2, Census Tract 1065, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531065002037,62,Bryn - Mawr,50,50,1000000US270531065002037,"Block 2037, Block Group 2, Census Tract 1065, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051003006,62,Bryn - Mawr,50,50,1000000US270531051003006,"Block 3006, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051001015,62,Bryn - Mawr,50,50,1000000US270531051001015,"Block 1015, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",49,44,4,0,1,0,0,0,49,48,43,4,0,1,0,0,0,1,1,0,0,0,0,0,0
270531051003017,62,Bryn - Mawr,50,50,1000000US270531051003017,"Block 3017, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051003014,62,Bryn - Mawr,50,50,1000000US270531051003014,"Block 3014, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051002018,62,Bryn - Mawr,50,50,1000000US270531051002018,"Block 2018, Block Group 2, Census Tract 1051, Hennepin County, Minnesota",83,76,4,1,0,1,0,1,83,77,73,4,0,0,0,0,0,6,3,0,1,0,1,0,1
270531051002016,62,Bryn - Mawr,50,50,1000000US270531051002016,"Block 2016, Block Group 2, Census Tract 1051, Hennepin County, Minnesota",77,67,1,0,2,0,1,6,77,75,66,1,0,2,0,0,6,2,1,0,0,0,0,1,0
270531051001002,62,Bryn - Mawr,50,50,1000000US270531051001002,"Block 1002, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",46,43,0,0,0,0,2,1,46,43,43,0,0,0,0,0,0,3,0,0,0,0,0,2,1
270531051003007,62,Bryn - Mawr,50,50,1000000US270531051003007,"Block 3007, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051003018,62,Bryn - Mawr,50,50,1000000US270531051003018,"Block 3018, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051001020,62,Bryn - Mawr,50,50,1000000US270531051001020,"Block 1020, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",73,58,1,0,14,0,0,0,73,73,58,1,0,14,0,0,0,0,0,0,0,0,0,0,0
270531051002011,62,Bryn - Mawr,50,50,1000000US270531051002011,"Block 2011, Block Group 2, Census Tract 1051, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051002005,62,Bryn - Mawr,50,50,1000000US270531051002005,"Block 2005, Block Group 2, Census Tract 1051, Hennepin County, Minnesota",45,45,0,0,0,0,0,0,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051001000,62,Bryn - Mawr,50,50,1000000US270531051001000,"Block 1000, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",37,32,1,0,2,0,2,0,37,37,32,1,0,2,0,2,0,0,0,0,0,0,0,0,0
270531051001004,62,Bryn - Mawr,50,50,1000000US270531051001004,"Block 1004, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",40,38,1,0,1,0,0,0,40,40,38,1,0,1,0,0,0,0,0,0,0,0,0,0,0
270531051001023,62,Bryn - Mawr,50,50,1000000US270531051001023,"Block 1023, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",53,52,0,0,0,0,0,1,53,53,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
270531051001007,62,Bryn - Mawr,50,50,1000000US270531051001007,"Block 1007, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051001006,62,Bryn - Mawr,50,50,1000000US270531051001006,"Block 1006, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051003024,62,Bryn - Mawr,50,50,1000000US270531051003024,"Block 3024, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",9,9,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051001017,62,Bryn - Mawr,50,50,1000000US270531051001017,"Block 1017, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",51,50,0,1,0,0,0,0,51,51,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
270531051003008,62,Bryn - Mawr,50,50,1000000US270531051003008,"Block 3008, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051003027,62,Bryn - Mawr,50,50,1000000US270531051003027,"Block 3027, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051003011,62,Bryn - Mawr,50,50,1000000US270531051003011,"Block 3011, Block Group 3, Census Tract 1051, Hennepin County, Minnesota",58,53,1,0,2,0,0,2,58,57,52,1,0,2,0,0,2,1,1,0,0,0,0,0,0
270531051002008,62,Bryn - Mawr,50,50,1000000US270531051002008,"Block 2008, Block Group 2, Census Tract 1051, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051001027,62,Bryn - Mawr,50,50,1000000US270531051001027,"Block 1027, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",16,15,1,0,0,0,0,0,16,13,12,1,0,0,0,0,0,3,3,0,0,0,0,0,0
270531051002015,62,Bryn - Mawr,50,50,1000000US270531051002015,"Block 2015, Block Group 2, Census Tract 1051, Hennepin County, Minnesota",41,41,0,0,0,0,0,0,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531051001003,62,Bryn - Mawr,50,50,1000000US270531051001003,"Block 1003, Block Group 1, Census Tract 1051, Hennepin County, Minnesota",50,43,2,0,3,0,0,2,50,50,43,2,0,3,0,0,2,0,0,0,0,0,0,0,0
270531026001016,63,Northeast Park,20,20,1000000US270531026001016,"Block 1016, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",28,22,0,0,0,0,5,1,28,23,22,0,0,0,0,0,1,5,0,0,0,0,0,5,0
270531026001004,63,Northeast Park,20,20,1000000US270531026001004,"Block 1004, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",5,1,0,0,4,0,0,0,5,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
270531026001023,63,Northeast Park,20,20,1000000US270531026001023,"Block 1023, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531026001020,63,Northeast Park,20,20,1000000US270531026001020,"Block 1020, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531026001025,63,Northeast Park,20,20,1000000US270531026001025,"Block 1025, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",19,19,0,0,0,0,0,0,19,14,14,0,0,0,0,0,0,5,5,0,0,0,0,0,0
270531026001029,63,Northeast Park,20,20,1000000US270531026001029,"Block 1029, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531026001015,63,Northeast Park,20,20,1000000US270531026001015,"Block 1015, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531026001002,63,Northeast Park,20,20,1000000US270531026001002,"Block 1002, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531026001003,63,Northeast Park,20,20,1000000US270531026001003,"Block 1003, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531026001000,63,Northeast Park,20,20,1000000US270531026001000,"Block 1000, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531026001028,63,Northeast Park,20,20,1000000US270531026001028,"Block 1028, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531026001007,63,Northeast Park,20,20,1000000US270531026001007,"Block 1007, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",51,43,1,0,5,0,1,1,51,51,43,1,0,5,0,1,1,0,0,0,0,0,0,0,0
270531026001006,63,Northeast Park,20,20,1000000US270531026001006,"Block 1006, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",75,63,6,0,2,0,0,4,75,70,59,6,0,2,0,0,3,5,4,0,0,0,0,0,1
270531026001024,63,Northeast Park,20,20,1000000US270531026001024,"Block 1024, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",20,15,2,0,0,0,0,3,20,20,15,2,0,0,0,0,3,0,0,0,0,0,0,0,0
270531026001031,63,Northeast Park,20,20,1000000US270531026001031,"Block 1031, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531026001030,63,Northeast Park,20,20,1000000US270531026001030,"Block 1030, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531026001021,63,Northeast Park,20,20,1000000US270531026001021,"Block 1021, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531026001017,63,Northeast Park,20,20,1000000US270531026001017,"Block 1017, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531026001012,63,Northeast Park,20,20,1000000US270531026001012,"Block 1012, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",30,18,0,2,4,0,6,0,30,22,16,0,2,4,0,0,0,8,2,0,0,0,0,6,0
270531026001013,63,Northeast Park,20,20,1000000US270531026001013,"Block 1013, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",39,34,0,1,0,0,0,4,39,38,33,0,1,0,0,0,4,1,1,0,0,0,0,0,0
270531026001026,63,Northeast Park,20,20,1000000US270531026001026,"Block 1026, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",18,15,1,0,0,0,0,2,18,18,15,1,0,0,0,0,2,0,0,0,0,0,0,0,0
270531026001011,63,Northeast Park,20,20,1000000US270531026001011,"Block 1011, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531026001009,63,Northeast Park,20,20,1000000US270531026001009,"Block 1009, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",41,37,4,0,0,0,0,0,41,41,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0
270531026001010,63,Northeast Park,20,20,1000000US270531026001010,"Block 1010, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",268,163,42,20,15,0,7,21,268,214,132,39,16,13,0,0,14,54,31,3,4,2,0,7,7
270531026001022,63,Northeast Park,20,20,1000000US270531026001022,"Block 1022, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531026001008,63,Northeast Park,20,20,1000000US270531026001008,"Block 1008, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",35,28,7,0,0,0,0,0,35,35,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0
270531026001005,63,Northeast Park,20,20,1000000US270531026001005,"Block 1005, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531026001018,63,Northeast Park,20,20,1000000US270531026001018,"Block 1018, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531026001014,63,Northeast Park,20,20,1000000US270531026001014,"Block 1014, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",36,26,1,1,1,0,5,2,36,29,25,1,1,1,0,0,1,7,1,0,0,0,0,5,1
270531026001019,63,Northeast Park,20,20,1000000US270531026001019,"Block 1019, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531026001027,63,Northeast Park,20,20,1000000US270531026001027,"Block 1027, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",7,7,0,0,0,0,0,0,7,6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0
270531026001001,63,Northeast Park,20,20,1000000US270531026001001,"Block 1001, Block Group 1, Census Tract 1026, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531030001005,64,St. Anthony West,21,21,1000000US270531030001005,"Block 1005, Block Group 1, Census Tract 1030, Hennepin County, Minnesota",26,16,1,0,0,0,6,3,26,19,15,1,0,0,0,0,3,7,1,0,0,0,0,6,0
270531030001004,64,St. Anthony West,21,21,1000000US270531030001004,"Block 1004, Block Group 1, Census Tract 1030, Hennepin County, Minnesota",79,60,5,3,2,0,6,3,79,72,59,5,3,2,0,0,3,7,1,0,0,0,0,6,0
270531030001001,64,St. Anthony West,21,21,1000000US270531030001001,"Block 1001, Block Group 1, Census Tract 1030, Hennepin County, Minnesota",18,4,11,0,0,0,3,0,18,15,4,11,0,0,0,0,0,3,0,0,0,0,0,3,0
270531030002019,64,St. Anthony West,21,21,1000000US270531030002019,"Block 2019, Block Group 2, Census Tract 1030, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531030002013,64,St. Anthony West,21,21,1000000US270531030002013,"Block 2013, Block Group 2, Census Tract 1030, Hennepin County, Minnesota",33,31,0,0,1,0,0,1,33,33,31,0,0,1,0,0,1,0,0,0,0,0,0,0,0
270531030001002,64,St. Anthony West,21,21,1000000US270531030001002,"Block 1002, Block Group 1, Census Tract 1030, Hennepin County, Minnesota",19,10,4,2,1,0,0,2,19,19,10,4,2,1,0,0,2,0,0,0,0,0,0,0,0
270531030002011,64,St. Anthony West,21,21,1000000US270531030002011,"Block 2011, Block Group 2, Census Tract 1030, Hennepin County, Minnesota",40,40,0,0,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531030002008,64,St. Anthony West,21,21,1000000US270531030002008,"Block 2008, Block Group 2, Census Tract 1030, Hennepin County, Minnesota",24,11,9,0,4,0,0,0,24,24,11,9,0,4,0,0,0,0,0,0,0,0,0,0,0
270531030001009,64,St. Anthony West,21,21,1000000US270531030001009,"Block 1009, Block Group 1, Census Tract 1030, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531030002001,64,St. Anthony West,21,21,1000000US270531030002001,"Block 2001, Block Group 2, Census Tract 1030, Hennepin County, Minnesota",65,62,0,0,0,0,0,3,65,61,59,0,0,0,0,0,2,4,3,0,0,0,0,0,1
270531036001012,64,St. Anthony West,21,21,1000000US270531036001012,"Block 1012, Block Group 1, Census Tract 1036, Hennepin County, Minnesota",36,28,4,0,4,0,0,0,36,36,28,4,0,4,0,0,0,0,0,0,0,0,0,0,0
270531030002007,64,St. Anthony West,21,21,1000000US270531030002007,"Block 2007, Block Group 2, Census Tract 1030, Hennepin County, Minnesota",18,18,0,0,0,0,0,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270531030001015,64,St. Anthony West,21,21,1000000US270531030001015,"Block 1015, Block Group 1, Census Tract 1030, Hennepin County, Minnesota",210,201,4,0,1,1,1,2,210,206,200,4,0,1,1,0,0,4,1,0,0,0,0,1,2
270531030001003,64,St. Anthony West,21,21,1000000US270531030001003,"Block 1003, Block Group 1, Census Tract 1030, Hennepin County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
